candidate,nvml/peak_memory_used_mib:candidate,nvml/peak_memory_used_mib:reference,nvml/steady_mean_gpu_util_percent:candidate,nvml/steady_mean_gpu_util_percent:reference,perf/step_resp_token_per_s:candidate,perf/step_resp_token_per_s:improvement,perf/step_resp_token_per_s:reference,perf/step_time:candidate,perf/step_time:reduction,perf/step_time:reference,perf/step_token_per_s:candidate,perf/step_token_per_s:improvement,perf/step_token_per_s:reference,perf/wall_clock_samples_per_s:candidate,perf/wall_clock_samples_per_s:improvement,perf/wall_clock_samples_per_s:reference,reference,rollout/image_count/mean:candidate,rollout/image_count/mean:delta,rollout/image_count/mean:reference,rollout/raw_reward:candidate,rollout/raw_reward:delta,rollout/raw_reward:reference,seed,train/grad_norm:candidate,train/grad_norm:delta,train/grad_norm:reference,train/loss:candidate,train/loss:delta,train/loss:reference,train/ppo_kl:candidate,train/ppo_kl:delta,train/ppo_kl:reference
P+R,47602.0,46559.0,82.96035363158296,66.99333498882542,734.8835291716828,0.5171868113656228,484.37247388817775,131.71488632202147,0.3531289730796574,203.61846618652345,1475.1722095006298,0.5291864004221181,964.6778241641581,1.9435920050382278,0.5459032146807565,1.2572533562132464,B,1.0,0.0,1.0,0.438046875,-0.005546875000000007,0.44359375,20260820,0.8741697001457215,-0.042966309785842816,0.9171360099315643,0.024694728516042232,0.004136660152071273,0.02055806836397096,0.0,6.895580000689004e-13,-6.895580000689004e-13
P+R,48117.0,46851.0,84.81528712871287,81.27184564672898,816.6262355528953,0.29769728664488126,629.2886977241308,126.71135864257812,0.18576757568721924,155.6206248474121,1568.914914904609,0.26339297749717216,1241.8265281264164,2.020339792284239,0.22815055031001585,1.6450261670071757,B,1.0,0.0,1.0,0.44703125,-0.005468750000000022,0.4525,20260821,0.7641251575946808,-0.003797990679740848,0.7679231482744217,0.020551703566452487,0.002006006719311698,0.01854569684714079,0.0,0.0,0.0
