candidate,nvml/peak_memory_used_mib:candidate,nvml/peak_memory_used_mib:reference,nvml/steady_mean_gpu_util_percent:candidate,nvml/steady_mean_gpu_util_percent:reference,perf/step_resp_token_per_s:candidate,perf/step_resp_token_per_s:improvement,perf/step_resp_token_per_s:reference,perf/step_time:candidate,perf/step_time:reduction,perf/step_time:reference,perf/step_token_per_s:candidate,perf/step_token_per_s:improvement,perf/step_token_per_s:reference,perf/wall_clock_samples_per_s:candidate,perf/wall_clock_samples_per_s:improvement,perf/wall_clock_samples_per_s:reference,reference,rollout/image_count/mean:candidate,rollout/image_count/mean:delta,rollout/image_count/mean:reference,rollout/raw_reward:candidate,rollout/raw_reward:delta,rollout/raw_reward:reference,seed,train/grad_norm:candidate,train/grad_norm:delta,train/grad_norm:reference,train/loss:candidate,train/loss:delta,train/loss:reference,train/ppo_kl:candidate,train/ppo_kl:delta,train/ppo_kl:reference
P+R,48393.0,46725.0,83.92935579272213,78.87460953143773,799.7521633699627,0.29281391681209845,618.6135165856209,129.96772181193035,0.2207435029812811,166.78426462809244,1559.7070045237251,0.28814826316148245,1210.8132651561089,1.9697198383645176,0.28327451080074684,1.534916981352211,P,1.0,0.0,1.0,0.41822916666666665,-0.0013020833333333703,0.41953125,20260816,0.725117082397143,0.057410457730293185,0.6677066246668498,0.016472606247407384,0.006813187155057675,0.009659419092349708,0.0,0.0,0.0
P+R,48335.0,47779.0,85.42939171473519,79.27988663017983,804.4803081955772,0.3154239474112164,611.574929724225,127.61269302368164,0.2536193243751721,170.9753443400065,1571.6453641874045,0.32721025428832173,1184.1721077043321,2.006070038444318,0.3397988890358883,1.4972919106447946,P,1.0,0.0,1.0,0.4158854166666667,0.007552083333333348,0.4083333333333333,20260817,2.1450912207365036,1.312765329082807,0.8323258916536967,0.021927844686433672,0.00397575895379608,0.017952085732637593,0.0,6.887873663538197e-12,-6.887873663538197e-12
