candidate,nvml/peak_memory_used_mib:candidate,nvml/peak_memory_used_mib:reference,nvml/steady_mean_gpu_util_percent:candidate,nvml/steady_mean_gpu_util_percent:reference,perf/step_resp_token_per_s:candidate,perf/step_resp_token_per_s:improvement,perf/step_resp_token_per_s:reference,perf/step_time:candidate,perf/step_time:reduction,perf/step_time:reference,perf/step_token_per_s:candidate,perf/step_token_per_s:improvement,perf/step_token_per_s:reference,perf/wall_clock_samples_per_s:candidate,perf/wall_clock_samples_per_s:improvement,perf/wall_clock_samples_per_s:reference,reference,rollout/image_count/mean:candidate,rollout/image_count/mean:delta,rollout/image_count/mean:reference,rollout/raw_reward:candidate,rollout/raw_reward:delta,rollout/raw_reward:reference,seed,train/grad_norm:candidate,train/grad_norm:delta,train/grad_norm:reference,train/loss:candidate,train/loss:delta,train/loss:reference,train/ppo_kl:candidate,train/ppo_kl:delta,train/ppo_kl:reference
P+S,48521.0,46741.0,80.10122448979592,77.59728409534975,631.3004921111158,0.11328736737952627,567.0597822349148,163.6089864095052,0.04413489501654977,171.16325887044272,1234.9935087294768,0.0794370574003389,1144.108866990144,1.5647062280506074,0.04617272331257838,1.4956480829438525,B,1.0,0.0,1.0,0.42291666666666666,-0.004427083333333359,0.42734375,20260816,0.6221419324477514,-0.05119317968686421,0.6733351121346156,0.022442292957566678,0.004108288768717709,0.01833400418884897,0.0,1.3656563582533274e-13,-1.3656563582533274e-13
P+S,48261.0,47354.0,75.54465007045562,74.53677597955706,595.4728904942285,-0.08703401716103476,652.2399538288842,178.93946228027343,-0.13807517864469432,157.22991383870442,1142.585300313896,-0.10378085673059434,1274.894995152354,1.4306514434419524,-0.12132342505626448,1.62818889707349,B,1.0,0.0,1.0,0.41484375,-0.0014322916666666408,0.41627604166666665,20260817,0.6340679069360097,-0.03411370515823364,0.6681816120942433,0.014008935376962958,-0.004008892513229511,0.01801782789019247,2.8543548456540686e-14,3.7671565465604436e-12,-3.738612998103903e-12
