run,algorithm,step,rollout/raw_reward,train/loss,train/pg_loss,train/entropy_loss,train/pg_clipfrac,train/ppo_kl,train/kl_loss,train/train_rollout_logprob_abs_diff,train/train_rollout_prob_abs_diff,train/grad_norm,train/lr-pg_0,rollout/response_lengths/correct,rollout/response_lengths/incorrect,rollout/response_counts/correct,rollout/response_counts/incorrect,rollout/truncated_counts/correct,rollout/truncated_counts/incorrect,train/loss_mask_tokens,train/fully_masked_responses,train/reference_kl
grpo,GRPO,17,0.75,0.07522029380722034,0.07522029380722034,0.46737994032048885,0.0,0.0,0.0551787811534879,0.010394087339415542,0.004223091998056363,1.0079803466796875,1e-06,2664.3571428571427,4096.0,14,2,0,2,45493,0,0.0551787811534879
grpo,GRPO,18,0.125,0.016289988721670264,0.016289988721670264,0.42533621722638393,0.0,0.0,0.027726005527075926,0.009595344973554945,0.003953669263724448,0.6335657835006714,1e-06,1355.2222222222222,3883.285714285714,9,7,0,6,39380,0,0.027726005527075926
grpo,GRPO,19,1.0,0.0,0.0,0.2995078329831123,0.0,0.0,0.03372003412923277,0.007379423608609293,0.0032439826080491703,0.0,1e-06,1621.0,nan,16,0,0,0,25936,0,0.03372003412923277
grpo,GRPO,20,0.0,0.0,0.0,0.5118068416365076,0.0,0.0,0.03878362138356,0.011199889736352423,0.0044656863554493114,0.0,1e-06,1430.25,4096.0,8,8,0,8,44210,0,0.03878362138356
grpo,GRPO,21,0.5,0.0,0.0,0.4222111833286945,0.0,0.0,0.05774901785828731,0.009149249854826024,0.003781591254689972,0.0,1e-06,1785.9166666666667,3175.25,12,4,0,0,34132,0,0.05774901785828731
grpo,GRPO,22,0.5,0.0,0.0,0.41424727097142117,0.0,0.0,0.04510632372905368,0.00925690149981125,0.0037281699359976222,0.0,1e-06,1538.9166666666667,4096.0,12,4,0,4,34851,0,0.04510632372905368
grpo,GRPO,23,0.5,0.0,0.0,0.4422138340651789,0.0,0.0,0.0639941442648155,0.009589368829906082,0.003785655518943056,0.0,1e-06,1317.6666666666667,4096.0,12,4,0,4,32196,0,0.0639941442648155
grpo,GRPO,24,1.0,0.0,0.0,0.28860716808003445,0.0,0.0,0.03229710666264935,0.006675264099157427,0.002871812064080571,0.0,1e-06,1469.875,nan,16,0,0,0,23518,0,0.03229710666264935
grpo,GRPO,25,0.0,0.0,0.0,0.5035578242927292,0.0,0.0,0.06324005556133391,0.010639139172196187,0.004220120973442188,0.0,1e-06,1237.0,4096.0,8,8,0,8,42664,0,0.06324005556133391
grpo,GRPO,26,0.625,0.012135421218496138,0.012135421218496138,0.37649842974888464,0.0,0.0,0.0693439194581086,0.008019238404799657,0.0033391956832790233,0.6360604763031006,1e-06,1812.2307692307693,2159.0,13,3,0,0,30036,0,0.0693439194581086
grpo,GRPO,27,0.0,0.0,0.0,0.44174052115334506,0.0,0.0,0.07701569603831226,0.00951715664976462,0.003799385321716766,0.0,1e-06,1339.625,3217.5,8,8,0,4,36457,0,0.07701569603831226
grpo,GRPO,28,1.0,0.0,0.0,0.2781136568640237,0.0,0.0,0.04613693202812554,0.006799284965344003,0.00290416895959755,0.0,1e-06,1437.75,nan,16,0,0,0,23004,0,0.04613693202812554
grpo,GRPO,29,0.5,0.1484560590830723,0.1484560590830723,0.40639765010133977,0.0,0.0,0.06204378586375721,0.008840847032952705,0.0035475361159242485,1.0506316423416138,1e-06,1800.5833333333333,4096.0,12,4,0,4,37991,0,0.06204378586375721
grpo,GRPO,30,0.875,0.13074761538027907,0.13074761538027907,0.40262187964240237,0.0,0.0,0.08932154018054524,0.008998327357794648,0.003666088145266297,1.1095573902130127,1e-06,1611.7333333333333,4096.0,15,1,0,1,28272,0,0.08932154018054524
grpo,GRPO,31,0.625,0.07188336355550863,0.07188336355550863,0.4450580397754963,0.0,0.0,0.055964806247258685,0.009392441788892182,0.0038072597275987433,0.8284222483634949,1e-06,1422.3846153846155,4096.0,13,3,0,3,30779,0,0.055964806247258685
grpo,GRPO,32,1.0,0.0,0.0,0.24891021209873213,0.0,0.0,0.06452051887687146,0.005854563150953855,0.002618520987268597,0.0,1e-06,1158.4375,nan,16,0,0,0,18535,0,0.06452051887687146
grpo,GRPO,33,0.75,0.0755581087447415,0.0755581087447415,0.5408551014162428,0.0,0.0,0.1077778880929756,0.010323638305069629,0.003870111718707729,0.772485613822937,1e-06,2055.1428571428573,4096.0,14,2,0,2,36964,0,0.1077778880929756
grpo,GRPO,34,1.0,0.0,0.0,0.23971067766155518,0.0,0.0,0.05941331171506384,0.005228381933783479,0.0023990069610005625,0.0,1e-06,1351.125,nan,16,0,0,0,21618,0,0.05941331171506384
grpo,GRPO,35,1.0,0.0,0.0,0.26694999955824145,0.0,0.0,0.07968050779041207,0.006352152926411124,0.002782939392843364,0.0,1e-06,1326.375,nan,16,0,0,0,21222,0,0.07968050779041207
grpo,GRPO,36,1.0,0.0,0.0,0.3417650580515394,0.0,0.0,0.08198484704215955,0.007118830720920709,0.0030196239222105947,0.0,1e-06,1569.1875,nan,16,0,0,0,25107,0,0.08198484704215955
grpo,GRPO,37,0.625,0.011597104574156785,0.011597104574156785,0.41221802566225163,0.0,0.0,0.09892390874066302,0.008187564936217369,0.003154875078058823,0.6280297636985779,1e-06,1552.076923076923,4096.0,13,3,0,3,32465,0,0.09892390874066302
grpo,GRPO,38,0.875,0.10061138007254192,0.10061138007254192,0.3931233910183066,0.0,0.0,0.10908201659625051,0.007709848195214906,0.003100033330869061,0.9780235886573792,1e-06,1504.0666666666666,4096.0,15,1,0,1,26657,0,0.10908201659625051
grpo,GRPO,39,1.0,0.0,0.0,0.5447507848907385,0.0,0.0,0.1878978367781498,0.009702477098196948,0.0034551823478015517,0.0,1e-06,1488.6875,nan,16,0,0,0,23819,0,0.1878978367781498
grpo,GRPO,40,0.875,0.2095340483369883,0.2095340483369883,0.4788135091961675,0.0,0.0,0.16407016126334717,0.008724854803125162,0.0032639248528476546,3.1147162914276123,1e-06,1003.7333333333333,4096.0,15,1,0,1,19152,0,0.16407016126334717
grpo,GRPO,41,1.0,0.0,0.0,0.3352045797516905,0.0,0.0,0.14912276330058688,0.006995546419299905,0.0030335934681075967,0.0,1e-06,979.75,nan,16,0,0,0,15676,0,0.14912276330058688
grpo,GRPO,42,1.0,0.0,0.0,0.39765640763720744,0.0,0.0,0.1639316308029894,0.008273620093905696,0.003323081856060496,0.0,1e-06,1006.6875,nan,16,0,0,0,16107,0,0.1639316308029894
grpo,GRPO,43,1.0,0.0,0.0,0.39591484523411663,0.0,0.0,0.1860414259557711,0.007970326959831008,0.0033064415274872147,0.0,1e-06,888.3125,nan,16,0,0,0,14213,0,0.1860414259557711
grpo,GRPO,44,1.0,0.0,0.0,0.5830416825090903,0.0,0.0,0.28813298676665966,0.010141235974675067,0.003609747113435304,0.0,1e-06,893.8125,nan,16,0,0,0,14301,0,0.28813298676665966
grpo,GRPO,45,1.0,0.0,0.0,0.7537268693353474,0.0,0.0,0.29640825623111783,0.012713982619547771,0.004234620523596818,0.0,1e-06,1655.0,nan,16,0,0,0,26480,0,0.29640825623111783
grpo,GRPO,46,1.0,0.0,0.0,0.2824659125314263,0.0,0.0,0.15212600255147013,0.0062360344840698394,0.0027054245635110548,0.0,1e-06,1019.25,nan,16,0,0,0,16308,0,0.15212600255147013
grpo,GRPO,47,0.5,0.0,0.0,0.3736833763605046,0.0,0.0,0.20801704375249633,0.007144331725741048,0.0028425269240530556,0.0,1e-06,993.0833333333334,776.25,12,4,0,0,15022,0,0.20801704375249633
grpo,GRPO,48,1.0,0.0,0.0,0.30553709063870427,0.0,0.0,0.1921120562977508,0.006385852363610473,0.002745716052625838,0.0,1e-06,912.125,nan,16,0,0,0,14594,0,0.1921120562977508
grpo,GRPO,49,0.5,0.0,0.0,0.8359764273356401,0.0,0.0,0.3903840695285467,0.014180639986348399,0.004232158726886894,0.0,1e-06,1450.0,2875.0,12,4,0,1,28900,0,0.3903840695285467
grpo,GRPO,50,1.0,0.0,0.0,0.42788581200915016,0.0,0.0,0.22835937644708082,0.008823278613237838,0.0033584629207785467,0.0,1e-06,843.5625,nan,16,0,0,0,13497,0,0.22835937644708082
grpo,GRPO,51,1.0,0.0,0.0,0.33630889971284267,0.0,0.0,0.2149476887492239,0.007155723473394666,0.0030668591892768233,0.0,1e-06,654.3125,nan,16,0,0,0,10469,0,0.2149476887492239
grpo,GRPO,52,1.0,0.0,0.0,0.5395543033390694,0.0,0.0,0.26756983773160153,0.010262435949774365,0.0037287276467049086,0.0,1e-06,1325.6875,nan,16,0,0,0,21211,0,0.26756983773160153
grpo,GRPO,53,1.0,0.0,0.0,0.4649496819315569,0.0,0.0,0.2925917534116337,0.009105875331949455,0.00343117139906812,0.0,1e-06,761.125,nan,16,0,0,0,12178,0,0.2925917534116337
grpo,GRPO,54,1.0,0.0,0.0,0.8343057483163451,0.0,0.0,0.43517022120722604,0.013204764602340812,0.004152858305029493,0.0,1e-06,1030.125,nan,16,0,0,0,16482,0,0.43517022120722604
grpo,GRPO,55,1.0,0.0,0.0,0.5751896097516467,0.0,0.0,0.31591263071229714,0.010671519630915473,0.003892576199907987,0.0,1e-06,920.4375,nan,16,0,0,0,14727,0,0.31591263071229714
grpo,GRPO,56,1.0,0.0,0.0,0.3418736762111315,0.0,0.0,0.2614463424245319,0.007507506426299944,0.003287681241412631,0.0,1e-06,654.25,nan,16,0,0,0,10468,0,0.2614463424245319
grpo,GRPO,57,1.0,0.0,0.0,0.36616731558393595,0.0,0.0,0.2606627809716465,0.007472213797599133,0.003105983099974025,0.0,1e-06,708.6875,nan,16,0,0,0,11339,0,0.2606627809716465
grpo,GRPO,58,1.0,0.0,0.0,0.40881204198719384,0.0,0.0,0.2503903796985736,0.008815561077076511,0.003555275265214646,0.0,1e-06,696.6875,nan,16,0,0,0,11147,0,0.2503903796985736
grpo,GRPO,59,0.875,0.32201223637203635,0.32201223637203635,0.3736136644765976,0.0,0.0,0.24200701424431972,0.007755509805477905,0.003109532881374336,1.7187955379486084,1e-06,705.4666666666667,4096.0,15,1,0,1,14678,0,0.24200701424431972
grpo,GRPO,60,0.875,0.06057436727003859,0.06057436727003859,0.6247306375340039,0.0,0.0,0.33936149233725565,0.01125085048418521,0.0039589252569662324,1.388379693031311,1e-06,918.8666666666667,2024.0,15,1,0,0,15807,0,0.33936149233725565
grpo,GRPO,61,1.0,0.0,0.0,0.3890364140259464,0.0,0.0,0.2708576262428222,0.008157930167265924,0.0034670019697402702,0.0,1e-06,734.6875,nan,16,0,0,0,11755,0,0.2708576262428222
grpo,GRPO,62,0.75,0.08500404783341078,0.08500404783341078,0.8085493579004435,0.0,0.0,0.4865139731298507,0.013365522939569678,0.004014830918008238,1.6759965419769287,1e-06,742.0714285714286,2472.0,14,2,0,0,15333,0,0.4865139731298507
grpo,GRPO,63,1.0,0.0,0.0,0.6782509646270761,0.0,0.0,0.47603022600184114,0.011552400030113992,0.0036744709785961126,0.0,1e-06,797.75,nan,16,0,0,0,12764,0,0.47603022600184114
grpo,GRPO,64,1.0,0.0,0.0,0.4894933803599565,0.0,0.0,0.33564434074411015,0.008984324167899582,0.0033891135189427334,0.0,1e-06,833.0,nan,16,0,0,0,13328,0,0.33564434074411015
grpo,GRPO,65,1.0,0.0,0.0,0.680375706356554,0.0,0.0,0.34664290946845305,0.011695330871957317,0.003992818466706806,0.0,1e-06,894.5,nan,16,0,0,0,14312,0,0.34664290946845305
grpo,GRPO,66,1.0,0.0,0.0,0.424383662080355,0.0,0.0,0.2927746492814332,0.008577511172899328,0.003439244778986753,0.0,1e-06,778.1875,nan,16,0,0,0,12451,0,0.2927746492814332
grpo,GRPO,67,1.0,0.0,0.0,0.4910272216246959,0.0,0.0,0.3391026834483962,0.010455876580766004,0.004089711539239881,0.0,1e-06,693.6875,nan,16,0,0,0,11099,0,0.3391026834483962
grpo,GRPO,68,0.5,0.0,0.0,0.3493020707925108,0.0,0.0,0.24540126145539273,0.007807412047751993,0.003366126368030762,0.0,1e-06,740.5,789.5,12,4,0,0,12044,0,0.24540126145539273
grpo,GRPO,69,1.0,0.0,0.0,0.49798419317929143,0.0,0.0,0.30295193375588314,0.009757339653967398,0.00390112339973167,0.0,1e-06,843.25,nan,16,0,0,0,13492,0,0.30295193375588314
grpo,GRPO,70,1.0,0.0,0.0,0.4662444924263681,0.0,0.0,0.28551993808174975,0.009104780298571568,0.0035786543461604516,0.0,1e-06,807.4375,nan,16,0,0,0,12919,0,0.28551993808174975
grpo,GRPO,71,0.5,0.0,0.0,0.6584083474830204,0.0,0.0,0.3705259417865228,0.011828977427607704,0.003941722010816838,0.0,1e-06,816.3333333333334,1305.5,12,4,0,0,15018,0,0.3705259417865228
grpo,GRPO,72,0.5,0.0,0.0,0.4606148640672672,0.0,0.0,0.2737311746047781,0.009638310656477576,0.003655456793476256,0.0,1e-06,859.9166666666666,861.75,12,4,0,0,13766,0,0.2737311746047781
grpo,GRPO,73,0.625,-0.05737991691578916,-0.05737991691578916,1.1055514809774525,0.0,0.0,0.49005450484115654,0.015857016382825048,0.004448138991644171,1.9118009805679321,1e-06,888.4615384615385,1753.0,13,3,0,0,16809,0,0.49005450484115654
grpo,GRPO,74,1.0,0.0,0.0,0.3476775876539782,0.0,0.0,0.236823545095416,0.0072575601506888,0.0029749918061042257,0.0,1e-06,773.75,nan,16,0,0,0,12380,0,0.236823545095416
grpo,GRPO,75,0.875,0.0742156796924125,0.0742156796924125,1.2409012458080066,0.0,0.0,0.5376538428788514,0.0178694428200243,0.00455569361421053,1.7563753128051758,1e-06,1635.4,4095.0,15,1,0,0,28626,0,0.5376538428788514
grpo,GRPO,76,0.75,0.013528354087363999,0.013528354087363999,0.44024959446419887,0.0,0.0,0.21510301214802913,0.008832861494328197,0.003419591132492559,0.8092071413993835,1e-06,993.2142857142857,1273.5,14,2,0,0,16452,0,0.21510301214802913
grpo,GRPO,77,0.5,0.0,0.0,0.5738856705230011,0.0,0.0,0.2661426423021632,0.01021547599533432,0.0036255526255412275,0.0,1e-06,955.1666666666666,1699.5,12,4,0,0,18260,0,0.2661426423021632
grpo,GRPO,78,1.0,0.0,0.0,1.0840578838908381,0.0,0.0,0.5089995050609002,0.01551406625526087,0.0041735738613285925,0.0,1e-06,1567.625,nan,16,0,0,0,25082,0,0.5089995050609002
grpo,GRPO,79,1.0,0.0,0.0,0.5208691702877152,0.0,0.0,0.2946168434125042,0.009928440347620655,0.0036337971888480056,0.0,1e-06,925.9375,nan,16,0,0,0,14815,0,0.2946168434125042
grpo,GRPO,80,1.0,0.0,0.0,0.4419086484962022,0.0,0.0,0.27655164886245304,0.009200141929170347,0.003891795026597849,0.0,1e-06,765.25,nan,16,0,0,0,12244,0,0.27655164886245304
grpo,GRPO,81,0.375,0.06263693442003919,0.06263693442003919,0.9035947432595353,0.0,0.0,0.45969967171059845,0.013955595826747281,0.00396932420475553,1.4253034591674805,1e-06,969.0,1517.8,11,5,0,0,18248,0,0.45969967171059845
grpo,GRPO,82,1.0,0.0,0.0,0.5007591199974012,0.0,0.0,0.3231433739929834,0.009409258360674376,0.0033242689993178273,0.0,1e-06,751.5625,nan,16,0,0,0,12025,0,0.3231433739929834
grpo,GRPO,83,0.625,0.13062543218266295,0.13062543218266295,1.0954841808371485,0.0,0.0,0.5248854609494222,0.015239926311791475,0.004050852224825254,2.434664726257324,1e-06,1226.6153846153845,2329.6666666666665,13,3,0,0,22935,0,0.5248854609494222
grpo,GRPO,84,1.0,0.0,0.0,0.5746423765942654,0.0,0.0,0.37351256832566165,0.010294624448599923,0.003943796161495043,0.0,1e-06,814.6875,nan,16,0,0,0,13035,0,0.37351256832566165
grpo,GRPO,85,1.0,0.0,0.0,0.5191717329983057,0.0,0.0,0.38367015112349817,0.009789598480243413,0.003718976098963749,0.0,1e-06,811.5,nan,16,0,0,0,12984,0,0.38367015112349817
grpo,GRPO,86,0.5,0.0,0.0,1.4421623907796652,0.0,0.0,0.6978664442479836,0.019957183349340858,0.005011521122296224,0.0,1e-06,689.3333333333334,2023.5,12,4,0,0,16366,0,0.6978664442479836
grpo,GRPO,87,0.875,-0.0609095217374096,-0.0609095217374096,0.7102976623530436,0.0,0.0,0.5162513928233042,0.0132621265322567,0.004540095188029635,1.6066724061965942,1e-06,815.4666666666667,697.0,15,1,0,0,12929,0,0.5162513928233042
grpo,GRPO,88,1.0,0.0,0.0,0.6771572457964973,0.0,0.0,0.6063281599709042,0.011927357932340918,0.004344332292876077,0.0,1e-06,558.5,nan,16,0,0,0,8936,0,0.6063281599709042
grpo,GRPO,89,1.0,0.0,0.0,1.1387242973978033,0.0,0.0,0.6984947810590632,0.015526696905203257,0.004290442290540556,0.0,1e-06,859.25,nan,16,0,0,0,13748,0,0.6984947810590632
grpo,GRPO,90,1.0,0.0,0.0,0.4726346255912071,0.0,0.0,0.4848247562110341,0.009414459625444245,0.0037526234521489624,0.0,1e-06,581.4375,nan,16,0,0,0,9303,0,0.4848247562110341
grpo,GRPO,91,1.0,0.0,0.0,0.9294833927056585,0.0,0.0,0.7066741294049202,0.01346674756101187,0.003948637779722822,0.0,1e-06,681.5,nan,16,0,0,0,10904,0,0.7066741294049202
grpo,GRPO,92,1.0,0.0,0.0,0.6344467841521968,0.0,0.0,0.4439913722848428,0.011938050432413447,0.004036715205673543,0.0,1e-06,950.25,nan,16,0,0,0,15204,0,0.4439913722848428
grpo,GRPO,93,0.5,0.0,0.0,0.6403441799939248,0.0,0.0,0.502887970428675,0.011190052735041141,0.003767611385204945,0.0,1e-06,650.3333333333334,981.0,12,4,0,0,11728,0,0.502887970428675
grpo,GRPO,94,0.5,0.0,0.0,0.6867686867861565,0.0,0.0,0.5080019466746079,0.011596767876455638,0.003869514575568226,0.0,1e-06,729.75,1444.25,12,4,0,0,14534,0,0.5080019466746079
grpo,GRPO,95,1.0,0.0,0.0,0.4874913039139641,0.0,0.0,0.45660502678005255,0.009553287456687654,0.0035638146582305493,0.0,1e-06,689.9375,nan,16,0,0,0,11039,0,0.45660502678005255
grpo,GRPO,96,1.0,0.0,0.0,0.2925610184019224,0.0,0.0,0.30822416671707287,0.006472603527567828,0.00288846822937001,0.0,1e-06,710.375,nan,16,0,0,0,11366,0,0.30822416671707287
grpo,GRPO,97,1.0,0.0,0.0,0.4144354290251729,0.0,0.0,0.4310581748928436,0.008547239528524838,0.003257693649975653,0.0,1e-06,659.8125,nan,16,0,0,0,10557,0,0.4310581748928436
grpo,GRPO,98,1.0,0.0,0.0,0.4428252464556864,0.0,0.0,0.42521585047386634,0.00922206157175621,0.0035268552859156303,0.0,1e-06,605.0625,nan,16,0,0,0,9681,0,0.42521585047386634
grpo,GRPO,99,1.0,0.0,0.0,0.6220647454541319,0.0,0.0,0.56681710588158,0.009886853839698138,0.003242993919660658,0.0,1e-06,772.9375,nan,16,0,0,0,12367,0,0.56681710588158
grpo,GRPO,100,0.5,0.0,0.0,0.716072234012598,0.0,0.0,0.548682773131153,0.010365083065252561,0.003256405213430969,0.0,1e-06,661.5833333333334,1011.75,12,4,0,0,11986,0,0.548682773131153
grpo,GRPO,101,0.5,0.0,0.0,0.8539489832401337,0.0,0.0,0.5192727666232806,0.01321716838208488,0.003939542170891282,0.0,1e-06,780.5,1548.0,12,4,0,0,15558,0,0.5192727666232806
grpo,GRPO,102,1.0,0.0,0.0,0.5555600260948347,0.0,0.0,0.42056104691966106,0.009624604878984406,0.003330416073843916,0.0,1e-06,765.3125,nan,16,0,0,0,12245,0,0.42056104691966106
grpo,GRPO,103,1.0,0.0,0.0,0.34570012126698857,0.0,0.0,0.3664652535616357,0.007763652228490478,0.00322220292498398,0.0,1e-06,655.3125,nan,16,0,0,0,10485,0,0.3664652535616357
grpo,GRPO,104,1.0,0.0,0.0,0.2684682618328433,0.0,0.0,0.28591052074003037,0.00675300475137703,0.0028949817473554696,0.0,1e-06,802.4375,nan,16,0,0,0,12839,0,0.28591052074003037
grpo,GRPO,105,0.875,-0.006220151663136934,-0.006220151663136934,0.5761131089071315,0.0,0.0,0.4839678399731484,0.009291243970471734,0.003238098572739709,0.8131812810897827,1e-06,880.0666666666667,625.0,15,1,0,0,13826,0,0.4839678399731484
grpo,GRPO,106,1.0,0.0,0.0,0.30713673583272594,0.0,0.0,0.30834376414932857,0.007741694716200705,0.0033206419005749116,0.0,1e-06,707.4375,nan,16,0,0,0,11319,0,0.30834376414932857
grpo,GRPO,107,0.5,0.0,0.0,1.6938357662844967,0.0,0.0,0.6341610202541599,0.018108042803677647,0.0035059324332645963,0.0,1e-06,690.5833333333334,2856.25,12,4,0,0,19712,0,0.6341610202541599
grpo,GRPO,108,1.0,0.0,0.0,0.34135050600860006,0.0,0.0,0.3133516048476511,0.00822811080162087,0.0034410771362235943,0.0,1e-06,665.875,nan,16,0,0,0,10654,0,0.3133516048476511
grpo,GRPO,109,1.0,0.0,0.0,0.3458157660407122,0.0,0.0,0.3006768902344064,0.007138573215970004,0.0029218992747329898,0.0,1e-06,777.5625,nan,16,0,0,0,12441,0,0.3006768902344064
grpo,GRPO,110,1.0,0.0,0.0,0.39942984109543306,0.0,0.0,0.321759127810557,0.008702331003118432,0.0034783518098262765,0.0,1e-06,713.6875,nan,16,0,0,0,11419,0,0.321759127810557
grpo,GRPO,111,1.0,0.0,0.0,0.24626313847031195,0.0,0.0,0.25470850785744786,0.006538410317079063,0.0029572350050381985,0.0,1e-06,695.25,nan,16,0,0,0,11124,0,0.25470850785744786
grpo,GRPO,112,1.0,0.0,0.0,0.7139016767983275,0.0,0.0,0.44076260833603964,0.010928694822672677,0.0035467702982206377,0.0,1e-06,769.8125,nan,16,0,0,0,12317,0,0.44076260833603964
grpo,GRPO,113,0.875,-0.007374882216616824,-0.007374882216616824,0.29539810997859967,0.0,0.0,0.2569689180476295,0.007079820239407855,0.003012198832497668,1.070457935333252,1e-06,699.2,902.0,15,1,0,0,11390,0,0.2569689180476295
grpo,GRPO,114,1.0,0.0,0.0,0.4103931914235444,0.0,0.0,0.32281598661609306,0.007877888710175567,0.003240432847602735,0.0,1e-06,748.1875,nan,16,0,0,0,11971,0,0.32281598661609306
grpo,GRPO,115,0.875,-0.02843470237331886,-0.02843470237331886,0.6292881684446476,0.0,0.0,0.43213798507517115,0.010827098494464879,0.0036342434477283033,1.124517560005188,1e-06,820.9333333333333,540.0,15,1,0,0,12854,0,0.43213798507517115
grpo,GRPO,116,1.0,0.0,0.0,1.0790886697768687,0.0,0.0,0.5763538437766679,0.014401888680993048,0.003831254365387813,0.0,1e-06,1245.0625,nan,16,0,0,0,19921,0,0.5763538437766679
grpo,GRPO,117,0.5,0.0,0.0,1.4272546291295125,0.0,0.0,0.7779980395863613,0.017369844956845123,0.0037291201960007007,0.0,1e-06,923.4166666666666,3594.0,12,4,0,1,25457,0,0.7779980395863613
grpo,GRPO,118,1.0,0.0,0.0,0.41212079642644944,0.0,0.0,0.310136375496435,0.008017630460480154,0.003145734068972956,0.0,1e-06,999.3125,nan,16,0,0,0,15989,0,0.310136375496435
grpo,GRPO,119,0.875,0.006627170132525218,0.006627170132525218,0.41600339720727525,0.0,0.0,0.3245598968260659,0.008486881919441584,0.003223750075457222,0.551192581653595,1e-06,1068.8666666666666,1018.0,15,1,0,0,17051,0,0.3245598968260659
